strain_id;probiotic_name;brand;strain_name;target;status;effect;icd;class;references_linkage;reference;taxonomy_id;detailed_effect;ncbi_genome;mbgd_genome;lineage
Probio_H_00210;Bifidobacterium longum;;913;Human;Clinical trial;Reduction of Serum Cholesterol;K00-K93;(K00-K93) Diseases of the digestive system;https://www.ncbi.nlm.nih.gov/pubmed/8489230;"Klaver FA and Meer RVD. The assumed assimilation of cholesterol by Lactobacilli and Bifidobacterium bifidum is due to their bile salt-deconjugating activity. <i>Appl. Environ. Microbiol.</i> 1993; 59: 1120–1125.";216816;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00211;Bifidobacterium longum;"Dr.TOBIAS; ZENWISELABS; Nutrition Now; naturewise; Garden of Life; Enzymatic; Health Labs; Dr.Formulas; DNASHIFT; Earth’s Wisdom; OpenDoors Nutrition; Pure Naturals; Optimal Health Labs; Palm Beach Vitamins; Blue Bonnet; OmniBiotics; Natural Factors; HealthKit; Totnes Health; DKV Medicals; Nutrazest; Engineered Evolution; MaxiZest; Life Science Nutritionals; Phi Naturals; Triumvit; Just Potent; Finest Nutrition; ResQ; Mother's Select; Essential Formulars; EDIENATURALS; A Better Supplement by Joovio; Sunbiotics; NeuroBiologix; Absonutrix Probiotic; NutraCura; VitaBlessed; Lee Swanson Signature Line; Areca Health; Health Elite; THIS IS NUTRITION; ABCD Vitamins; ; Vitamin Bounty; DaVinci; Activz; Life Vitality Ventures; Florajen; Nutrapuris; Swansom Probiotics; LoveBug Probiotics; NatureNow; BioGanix; Life Blend; LifePower Labs; Vitruvian Natural Lab; Valosun; Kyolic; Seeking Health; NutriCommit; Dr.Valerie Nelson; DrNatura Now Foods; Health Origin; Nature's Way; Northwest; Pure; Nutricology; Kyolic; Irwin Naturals; enrich naturals; Mt.Angel Vitamins; Maverick Essentials; Ojio; American Vitamin Labs; Protocol For Life Balance; Savi Wellness; Pro One Nutrition; FoodScience of Vermont; Alice Foods; Probulin; Blue Bonnet; NusaPure; Health Nurture; Sorvita; SCD Probiotics; MangaNaturals; Affirm Life; BioTecture; ; Inner Health; pHion Balance; Natrol; VIXE SUPPLEMENTS; IdealFit; Ultra6 Nutrition; Ketolabs; LINDBERG; UitaLife; Earth Star; Project Tranquility; BIOME360; Supreme Potential; Abundant Health; Cell Nutritionals; Number One Nutrition; Gaia Source; EARTH'S WISDOM; Amazing Nutrition; Botanica Research; Custom Probiotics; Spring of Life; Axe Naturals; Kirkman Labs; Dr.Berg's Nutritionals; Leaf Origin; Transformation Enemies; Nature; Vitacost; Mt Capra; Ayush Herbs; Souletics Health Solutions; Pristine Foods; Potent Garden; Pedia-Biotic; Original Medicine; Seeking Health; WholeHealth; WellFuture; LiviaOne; Swanson; Berkley&Jensen; Professional Botanicals; Douglas Laboratories; Genesis Nutrition; Integrative Therapeutics; Dr.Mercola; Dr.David Williams; Old School Labs; Now Foods; Enzymatic; Klaire Labs; Country Life; Renew Life; EndoMune; L&L Supplements; PuraDyme; SIGME-TAU PHARMACEUTICALS; nutricreation;Pharmax;Chanilly;Function;Advanced Naturals;Enzymatic;Premium;premiva;PROBIOTIC;Nutrition;Nutricare Gold;Super Probiotics Supplement;Shaklee;Maxi-health;4Xpro-B;sedona labs;PR Labs;Dr.Wilson's;LeBlanc WellBeing;probulin;Micronourish;Absorb Biotics;megafood";-;Human;Marketed;Helps naturally fight infections and heightens overall immune function;;Immune health;https://www.amazon.com/Ultra-Probiotic-Benefits-Probiotics-Digestion/dp/B01DDOYLFE/ref=sr_1_6_a_it?ie=UTF8&qid=1479804971&sr=8-6&keywords=Nutrazest；https://www.amazon.com/Science-Vermont-Probiotic-ND-Capsules-Count/dp/B005P0NO1W/ref=sr_1_1_a_it?ie=UTF8&qid=1479869824&sr=8-1&keywords=food%2Bscience%2Bof%2Bvermont%2Bprobiotics&th=1;Amazon Website;216816;Help naturally fight infections and heighten overall immune function;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00212;Bifidobacterium longum;California Balance;-;Human;Marketed;Helps maintain the integrity of the gut wall. It is particularly active as a scavenger of toxins;;Maintenance of human gut microenvironment;https://www.amazon.com/California-Balance-Daily-Probiotic/dp/B01J50BZFO/ref=sr_1_2_s_it?s=hpc&ie=UTF8&qid=1480039496&sr=1-2&keywords=California+Balance%3B;Amazon Website;216816;Helps maintain the integrity of the gut wall. It is particularly active as a scavenger of toxins;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00213;Bifidobacterium longum;OWP probiotics;-;Human;Marketed;Food digestion;K00-K93;(K00-K93) Diseases of the digestive system;http://www.omicsonline.org/probiotics-mechanisms-of-action-and-clinical-applications-2329-8901.1000101.pdf;Vijaya K Gogineni, Lee E Morrow, Mark A Malesker. Probiotics: Mechanisms of Action and Clinical Applications. <i>J Prob Health</i>. 2013. 1:1.;216816;helps normalize digestive tracts;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00214;Bifidobacterium longum;VSL#3 packets;-;Human;Clinical trial;Multi-Organ Dysfunction Syndrome (MODS);R65.2;(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;https://www.ncbi.nlm.nih.gov/pubmed/17344505;Vijaya K Gogineni, Lee E Morrow, Mark A Malesker. Probiotics: Mechanisms of Action and Clinical Applications. <i>J Prob Health</i>. 2013. 1:1.;216816;Patients receiving viable probiotics show a greater enhancement in immune activity than do patients receiving either placebo or probiotic bacterial sonicates. Increased systemic IgA and IgG concentrations are noted but MODS scores were not significantly affected by probiotic treatment. ;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00215;Bifidobacterium longum;VSL#3 packets;-;Human;Clinical trial;Multi-Organ Dysfunction Syndrome (MODS);R65.2;(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;https://www.ncbi.nlm.nih.gov/pubmed/17344505;Vijaya K Gogineni, Lee E Morrow, Mark A Malesker. Probiotics: Mechanisms of Action and Clinical Applications. <i>J Prob Health</i>. 2013. 1:1.;216816;Patients receiving viable probiotics show a greater enhancement in immune activity than do patients receiving either placebo or probiotic bacterial sonicates. Increased systemic IgA and IgG concentrations are noted but MODS scores were not significantly affected by probiotic treatment. ;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00216;Bifidobacterium longum;-;1/10;Human;Research;Immunomodulation;;Immune health;http://www.ncbi.nlm.nih.gov/pubmed/?term=18810777;Latvala S, Pietila TE, Veckman V, Kekkonen RA, Tynkkynen S, Korpela R, Julkunen I. Potentially probiotic bacteria induce efficient maturation but differential cytokine production in human monocyte-derived dendritic cells. <i>World J Gastroenterol</i>. 2008 Sep 28. 14(36):5570-83.  discussion 5581-2.;216816;Potentially probiotic bacteria are able to induce moDC maturation, but their ability to induce cytokine gene expression varies significantly from one bacterial strain to another.;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00217;Bifidobacterium longum;"Jarrow; International Vitamin; Douglas Laboratories; Integrative Therapeutics; Dr.Fuhrman Online; Pure Encapsulations; Jarrow; Jarrow Formulas; Rightway Nutrition; 4Xpro-B;";BB536;Human;Marketed;Have a positive influence on the composition of the intestinal microflora, promote intestinal health and support immune response;;"Immune health; Maintenance of human gut microenvironment";https://www.amazon.com/Jarrow-Formulas-Jarro-Dophilus-Supports-Intestinal/dp/B0013OUKTS/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1479910720&sr=1-1&keywords=Jarrow%2Bprobiotics&th=1;Amazon Website;216816;Have a positive influence on the composition of the intestinal microflora, promote intestinal health and support immune response;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00218;Bifidobacterium longum;-;BB536;Human;Clinical trial;Preventes allergic diseases;L20;(L00-L99) Diseases of the skin and subcutaneous tissue;http://www.ncbi.nlm.nih.gov/pubmed/?term=25056226;Enomoto T, Sowa M, Nishimori K, Shimazu S, Yoshida A, Yamada K, Furukawa F, Nakagawa T, Yanagisawa N, Iwabuchi N, Odamaki T, Abe F, Nakayama J, Xiao JZ. Effects of bifidobacterial supplementation to pregnant women and infants in the prevention of allergy development in infants and on fecal microbiota. <i>Allergol Int</i>. 2014 Dec. 63(4):575-85.;216816;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00219;Bifidobacterium longum;Morinaga Bifidus Milk;BB536;Human;Clinical trial;Modulates the intestinal environment;;Maintenance of human gut microenvironment;http://www.ncbi.nlm.nih.gov/pubmed/?term=23599642;Kondo J, Xiao JZ, Shirahata A, Baba M, Abe A, Ogawa K, Shimoda T. Modulatory effects of Bifidobacterium longum BB536 on defecation in elderly patients receiving enteral feeding. <i>World J Gastroenterol</i>. 2013. 19(14):2162-70.;216816;Modulated the intestinal environment and may have improved the health care of elderly patients receiving enteral feeding.;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00220;Bifidobacterium longum;-;BB536;Human;Clinical trial;Cedar pollinosis;J30.1;(J00-J99) Diseases of the respiratory system;http://www.ncbi.nlm.nih.gov/pubmed/?term=17460947;Odamaki T, Xiao JZ, Iwabuchi N, Sakamoto M, Takahashi N, Kondo S, Iwatsuki K, Kokubo S, Togashi H, Enomoto T, Benno Y. Fluctuation of fecal microbiota in individuals with Japanese cedar pollinosis during the pollen season and influence of probiotic intake. <i>J Investig Allergol Clin Immunol</i>. 2007. 17(2):92-100.;216816;Relieving clinical symptoms and modulating plasma cytokine levels of Japanese cedar pollinosis during the pollen season.;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00221;Bifidobacterium longum;Bifidus Plain Yogurt ;BB536;Human;Clinical trial;Improves GI conditions Microflora and Defecation;;Maintenance of human gut microenvironment;https://www.researchgate.net/publication/273963413_Effect_of_Bifidobacterium_longum_BB536_yogurt_administration_on_the_intestinal_environment_of_healthy_adults;T Ogata. Effect of Bifidobacterium longum BB536 yogurt administration on the intestinal environment of healthy adults. <i>Microb. Ecol. Health Dis.</i>, 11:41–44,1999.;216816;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00222;Bifidobacterium longum;-;BBS36;Human;Clinical trial;Japanese cedar pollinosis;J30.1;(J00-J99) Diseases of the respiratory system;http://www.ncbi.nlm.nih.gov/pubmed/?term=16689181;Xiao JZ, Kondo S, Yanagisawa N, Takahashi N, Odamaki T, Iwabuchi N, Iwatsuki K, Kokubo S, Togashi H, Enomoto K, Enomoto T. Effect of probiotic Bifidobacterium longum BB536 [corrected] in relieving clinical symptoms and modulating plasma cytokine levels of Japanese cedar pollinosis during the pollen season. A randomized double-blind, placebo-controlled trial. J Investig Allergol Clin Immunol. 2006. 16(2):86-93. <i>Erratum in: J Investig Allergol Clin Immunol</i>. 2006. 16(4):273.;216816;Relieving clinical symptoms and modulating plasma cytokine levels of Japanese cedar pollinosis during the pollen season.;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00223;Bifidobacterium longum;"naturewise; NutriFlair; Natural Wellness; Healthy Origins; Vitamin Discount Center; Nova Nutritions; Now Foods; Daily Body Restore; Intelligent Labs; GoLive; LiveWellLabs; Medella Naturals; PUR Nutraceuticals; Douglas Laboratories; NeuroBiologix; Amy Myers.MD; ThinkBiome; HIT Shape; Pure Encapsulations; Life Extension; Allegany Nutrition; Adaptogen Research; 4life; PROBIOTIC;HormoneSynergy;Amazing4U2";Bl-05;Human;Marketed;Helps safely repopulate your gut with beneficial flora, and crowds out harmful bacteria;;Maintenance of human gut microenvironment;https://www.amazon.com/NatureWise-Maximum-Care-Time-Release-Probiotics/dp/B01E6C4FVM/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1479884641&sr=1-1&keywords=naturewise%2Bprobiotics&th=1;Amazon Website;216816;Help safely repopulate your gut with beneficial flora, and crowd out harmful bacteria;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00224;Bifidobacterium longum;-;CECT 7347;Human;Clinical trial;Celiac disease;K90.0;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=24774670;Olivares M, Castillejo G, Varea V, Sanz Y. Double-blind, randomised, placebo-controlled intervention trial to evaluate the effects of Bifidobacterium  longum CECT 7347 in children with newly diagnosed coeliac disease. <i>Br J Nutr</i>. 2014 Jul 14. 112(1):30-40.;216816;B. longum CECT 7347 could help improve the health status of coeliac disease patients who tend to show alterations in gut microbiota composition and a biased immune response even on a gluten-free diet.;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00225;Bifidobacterium longum;"Advanced Naturals; Renew Life";GPS1405;Human;Marketed;"Promotes digestive and immune health; Supports vaginal and urinary health";"K00-K93; N00-N99";"(K00-K93) Diseases of the digestive system; Immune health; (N00-N99) Diseases of the genitourinary system";https://www.amazon.com/Renew-Life-Ultimate-Complete-Capsules/dp/B00CCCNISU/ref=sr_1_8_a_it?ie=UTF8&qid=1479949839&sr=8-8&keywords=Flora%2Bprobiotics&th=1;Amazon Website;216816;Promotes digestive and immune health,Supports vaginal and urinary health;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
Probio_H_00226;Bifidobacterium longum;"Flora; Vibrant Health; Dr.Whitaker; UDOs Choice; Webber Naturals; Natire's Way; Optimal Blend; Integrative Therapeutics";HA-135;Human;Marketed;"Helps lower the PH of the intestines, thereby making the region undesirable for harmful bacteria; Produces B vitamins";K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/Dr-Whitakers-Probiotic-Essentials-Bacteria/dp/B00O15Q4LO/ref=sr_1_2_s_it?s=hpc&ie=UTF8&qid=1479907986&sr=1-2&keywords=Dr.Whitaker+probiotics;Amazon Website;216816;Delivers digestive support for occasional gas, bloating and constipation;http://www.ncbi.nlm.nih.gov/genome/183;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=blo;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Actinobacteria]; [class:Actinobacteria]; [order:Bifidobacteriales]; [family:Bifidobacteriaceae]; [genus:Bifidobacterium]"
